RankingNmbr ParameterName RelativeImportance RelativeImportance.Norm
1           roots_specific_maintenance                     25.9175928211859 0.282329629830727
2           trunk_conversion_efficiency                    16.4568758619791 0.179270648410094
3           roots_loss_param                               13.9912107074829 0.15241127396285
4           roots_conversion_efficiency                    11.7342404160619 0.12782528747436
5           trunk_specific_maintenance                     10.7358166503652 0.11694909946847
6           trunk_lignification_rate                       3.01328324897601 0.0328247746666931
7           trunk_density_b                                1.9117339343236 0.0208252030864233
8           trunk_density_a                                1.09619435145683 0.011941238046473
9           mesocarp_fibers_t_growth_start                 0.20706789940689 0.00225566486026377
10          mesocarp_oil_specific_maintenance              0.202890201330426 0.00221015569744875
11          mesocarp_oil_t_growth_start                    0.202890201330426 0.00221015569744875
12          mesocarp_oil_t_growth_end                      0.202890201330426 0.00221015569744875
13          mesocarp_fibers_t_growth_end                   0.189010576020145 0.00205895996322001
14          mesocarp_oil_conversion_efficiency             0.189010576020145 0.00205895996322001
15          mesocarp_oil_potential_mass_fraction           0.189010576020145 0.00205895996322001
16          female_bunch_failure_dt                        0.178136235642963 0.00194050187513578
17          female_t_anthesis                              0.174623250041698 0.00190223366360669
18          female_stress_bunch_failure_asymptote          0.174623250041698 0.00190223366360669
19          female_stress_bunch_failure_increase           0.174623250041698 0.00190223366360669
20          female_stress_bunch_failure_x0                 0.174623250041698 0.00190223366360669
21          female_stress_inflorescence_abortion           0.174623250041698 0.00190223366360669
22          female_stress_bunch_failure                    0.174623250041698 0.00190223366360669
23          female_stress_inflorescence_abortion_asymptote 0.174623250041698 0.00190223366360669
24          female_stress_inflorescence_abortion_increase  0.174623250041698 0.00190223366360669
25          female_stress_inflorescence_abortion_x0        0.174623250041698 0.00190223366360669
26          stalk_conversion_efficiency                    0.174623250041698 0.00190223366360669
27          stalk_potential_mass_fraction                  0.174623250041698 0.00190223366360669
28          stalk_specific_maintenance                     0.174623250041698 0.00190223366360669
29          stalk_t_growth_start                           0.174623250041698 0.00190223366360669
30          stalk_t_growth_end                             0.174623250041698 0.00190223366360669
31          mesocarp_fibers_conversion_efficiency          0.174623250041698 0.00190223366360669
32          mesocarp_fibers_potential_mass_fraction        0.174623250041698 0.00190223366360669
33          mesocarp_fibers_specific_maintenance           0.174623250041698 0.00190223366360669
34          female_inflorescence_abortion_dt               0.166754393594035 0.00181651538940634
35          female_bunch_failure_t0                        0.159703590382315 0.00173970846237
36          male_t_anthesis                                0.144354843775458 0.00157250906319056
37          female_inflorescence_abortion_t0               0.144354843775458 0.00157250906319056
38          indeterminate_bunch_FM_to_DM_ratio             0.143039261340896 0.00155817795210612
39          indeterminate_potential_mass_b                 0.113500114420943 0.00123639743518217
40          indeterminate_t_differentiation                0.113500114420943 0.00123639743518217
41          soil_relative_evapotranspiration_a             0.0982731456442054 0.00107052460556251
42          soil_relative_evapotranspiration_b             0.0982731456442054 0.00107052460556251
43          indeterminate_abortion_fraction                0.0982731456442054 0.00107052460556251
44          indeterminate_potential_mass_a                 0.0982731456442054 0.00107052460556251
45          soil_default_water_holding_capacity            0.0855921183050837 0.000932385628720452
46          assimilates_vegetative_priority                0.0669514648179819 0.000729326307774785
47          fronds_leaf_area_b                             0.0598922813296618 0.000652428091381192
48          fronds_leaf_area_c                             0.0562846047218438 0.000613128376771831
49          fronds_potential_growth_rate                   0.0562846047218438 0.000613128376771831
50          fronds_specific_leaf_area                      0.0562846047218438 0.000613128376771831
51          fronds_specific_maintenance_leaflets           0.0562846047218438 0.000613128376771831
52          fronds_specific_maintenance_rachis             0.0562846047218438 0.000613128376771831
53          fronds_time_mature_canopy                      0.0562846047218438 0.000613128376771831
54          trunk_mass_loss_rate                           0.0562846047218438 0.000613128376771831
55          fronds_fronds_goal_count_t0                    0.0488361899343633 0.000531990124300478
56          fronds_initial_light_efficiency                0.0418005579027 0.000455348462367238
57          fronds_initiation_rate_a                       0.0418005579027 0.000455348462367238
58          fronds_initiation_rate_b                       0.0418005579027 0.000455348462367238
59          fronds_initiation_rate_c                       0.0418005579027 0.000455348462367238
60          fronds_initiation_rate_max                     0.0418005579027 0.000455348462367238
61          fronds_k                                       0.0418005579027 0.000455348462367238
62          fronds_leaf_area_a                             0.0418005579027 0.000455348462367238
63          fronds_fraction_leaflets                       0.0319859916039123 0.000348434873238667
64          fronds_fraction_rachis                         0.0272249799454146 0.000296571466461759
65          fronds_fronds_goal_count_t1                    0.0272249799454146 0.000296571466461759
67          fronds_asymptotic_photosynthesis_rate          0 0
67          fronds_conversion_efficiency                   0 0
