RankingNmbr ParameterName RelativeImportance RelativeImportance.Norm
1           roots_loss_param                               2.18141973823247 0.164314248927223
2           trunk_conversion_efficiency                    1.42672195301101 0.107467050943133
3           roots_conversion_efficiency                    1.26830749538969 0.0955345685478139
4           roots_specific_maintenance                     0.500773216595347 0.037720468704664
5           mesocarp_oil_t_growth_end                      0.216501010060571 0.016307820194619
6           mesocarp_oil_specific_maintenance              0.207249205047727 0.015610933041146
7           mesocarp_oil_t_growth_start                    0.207249205047727 0.015610933041146
8           trunk_specific_maintenance                     0.195864649406658 0.0147533976128436
9           female_stress_bunch_failure_asymptote          0.190898958727907 0.0143793596778312
10          female_stress_bunch_failure_increase           0.190898958727907 0.0143793596778312
11          female_stress_bunch_failure_x0                 0.190898958727907 0.0143793596778312
12          female_stress_inflorescence_abortion           0.190898958727907 0.0143793596778312
13          female_stress_bunch_failure                    0.190898958727907 0.0143793596778312
14          female_stress_inflorescence_abortion_asymptote 0.190898958727907 0.0143793596778312
15          female_stress_inflorescence_abortion_increase  0.190898958727907 0.0143793596778312
16          female_stress_inflorescence_abortion_x0        0.190898958727907 0.0143793596778312
17          stalk_conversion_efficiency                    0.190898958727907 0.0143793596778312
18          stalk_potential_mass_fraction                  0.190898958727907 0.0143793596778312
19          stalk_specific_maintenance                     0.190898958727907 0.0143793596778312
20          stalk_t_growth_start                           0.190898958727907 0.0143793596778312
21          stalk_t_growth_end                             0.190898958727907 0.0143793596778312
22          mesocarp_fibers_conversion_efficiency          0.190898958727907 0.0143793596778312
23          mesocarp_fibers_potential_mass_fraction        0.190898958727907 0.0143793596778312
24          mesocarp_fibers_specific_maintenance           0.190898958727907 0.0143793596778312
25          mesocarp_fibers_t_growth_start                 0.190898958727907 0.0143793596778312
26          mesocarp_fibers_t_growth_end                   0.190898958727907 0.0143793596778312
27          mesocarp_oil_conversion_efficiency             0.190898958727907 0.0143793596778312
28          mesocarp_oil_potential_mass_fraction           0.190898958727907 0.0143793596778312
29          female_t_anthesis                              0.182504237390305 0.0137470318835209
30          female_bunch_failure_dt                        0.175250645529974 0.0132006590430878
31          female_bunch_failure_t0                        0.165214724851188 0.0124447088058519
32          male_t_anthesis                                0.143691475309289 0.0108234818035622
33          female_inflorescence_abortion_t0               0.143691475309289 0.0108234818035622
34          female_inflorescence_abortion_dt               0.143691475309289 0.0108234818035622
35          indeterminate_potential_mass_b                 0.127432228160593 0.00959876290305164
36          indeterminate_t_differentiation                0.127432228160593 0.00959876290305164
37          indeterminate_bunch_FM_to_DM_ratio             0.127432228160593 0.00959876290305164
38          soil_relative_evapotranspiration_a             0.111531529031937 0.00840105143608753
39          soil_relative_evapotranspiration_b             0.111531529031937 0.00840105143608753
40          indeterminate_abortion_fraction                0.111531529031937 0.00840105143608753
41          indeterminate_potential_mass_a                 0.111531529031937 0.00840105143608753
42          trunk_lignification_rate                       0.0967712448542565 0.00728924110169808
43          soil_default_water_holding_capacity            0.0958821922367873 0.00722227369944353
44          trunk_density_b                                0.0857851074786193 0.00646171631137423
45          assimilates_vegetative_priority                0.0827801432215607 0.00623536902190127
46          trunk_density_a                                0.0750185357923431 0.00565073018653747
47          fronds_k                                       0.0638647671888617 0.00481057866564122
48          fronds_leaf_area_a                             0.0638647671888617 0.00481057866564122
49          fronds_leaf_area_b                             0.0638647671888617 0.00481057866564122
50          fronds_leaf_area_c                             0.0638647671888617 0.00481057866564122
51          fronds_potential_growth_rate                   0.0638647671888617 0.00481057866564122
52          fronds_specific_leaf_area                      0.0638647671888617 0.00481057866564122
53          fronds_specific_maintenance_leaflets           0.0638647671888617 0.00481057866564122
54          fronds_specific_maintenance_rachis             0.0638647671888617 0.00481057866564122
55          fronds_time_mature_canopy                      0.0638647671888617 0.00481057866564122
56          trunk_mass_loss_rate                           0.0638647671888617 0.00481057866564122
57          fronds_initiation_rate_max                     0.0601218584531219 0.00452864611183819
58          fronds_initial_light_efficiency                0.0478041722663885 0.00360082313544288
59          fronds_initiation_rate_a                       0.0478041722663885 0.00360082313544288
60          fronds_initiation_rate_b                       0.0478041722663885 0.00360082313544288
61          fronds_initiation_rate_c                       0.0478041722663885 0.00360082313544288
62          fronds_fronds_goal_count_t0                    0.0388551613999422 0.00292674378547186
63          fronds_fraction_leaflets                       0.0315337474670136 0.00237526228450716
64          fronds_fraction_rachis                         0.0315337474670136 0.00237526228450716
65          fronds_fronds_goal_count_t1                    0.0315337474670136 0.00237526228450716
66          fronds_conversion_efficiency                   0.0116888942044057 0.000880459564165736
67          fronds_asymptotic_photosynthesis_rate          0 0
