RankingNmbr ParameterName RelativeImportance RelativeImportance.Norm
1           roots_specific_maintenance                     16.1123381195756 0.309126049029603
2           trunk_conversion_efficiency                    11.5799864202812 0.222169831799202
3           roots_conversion_efficiency                    8.76905948424364 0.168240307021387
4           roots_loss_param                               7.89885313582111 0.151544812653533
5           trunk_specific_maintenance                     5.00756093502078 0.0960734261923946
6           trunk_lignification_rate                       1.10235355401213 0.0211493947220172
7           trunk_density_b                                0.76689679816476 0.0147134311277952
8           trunk_density_a                                0.340500049345945 0.00653272257369119
9           mesocarp_oil_specific_maintenance              0.0152802109081637 0.000293161128529252
10          mesocarp_oil_t_growth_start                    0.0152802109081637 0.000293161128529252
11          mesocarp_oil_t_growth_end                      0.0152802109081637 0.000293161128529252
12          mesocarp_oil_potential_mass_fraction           0.0144074434603405 0.000276416497745998
13          female_bunch_failure_dt                        0.0143471433265734 0.000275259599102918
14          female_t_anthesis                              0.0123651869400783 0.000237234432143329
15          female_stress_bunch_failure_asymptote          0.0123651869400783 0.000237234432143329
16          female_stress_bunch_failure_increase           0.0123651869400783 0.000237234432143329
17          female_stress_bunch_failure_x0                 0.0123651869400783 0.000237234432143329
18          female_stress_inflorescence_abortion           0.0123651869400783 0.000237234432143329
19          female_stress_bunch_failure                    0.0123651869400783 0.000237234432143329
20          female_stress_inflorescence_abortion_asymptote 0.0123651869400783 0.000237234432143329
21          female_stress_inflorescence_abortion_increase  0.0123651869400783 0.000237234432143329
22          female_stress_inflorescence_abortion_x0        0.0123651869400783 0.000237234432143329
23          stalk_conversion_efficiency                    0.0123651869400783 0.000237234432143329
24          stalk_potential_mass_fraction                  0.0123651869400783 0.000237234432143329
25          stalk_specific_maintenance                     0.0123651869400783 0.000237234432143329
26          stalk_t_growth_start                           0.0123651869400783 0.000237234432143329
27          stalk_t_growth_end                             0.0123651869400783 0.000237234432143329
28          mesocarp_fibers_conversion_efficiency          0.0123651869400783 0.000237234432143329
29          mesocarp_fibers_potential_mass_fraction        0.0123651869400783 0.000237234432143329
30          mesocarp_fibers_specific_maintenance           0.0123651869400783 0.000237234432143329
31          mesocarp_fibers_t_growth_start                 0.0123651869400783 0.000237234432143329
32          mesocarp_fibers_t_growth_end                   0.0123651869400783 0.000237234432143329
33          mesocarp_oil_conversion_efficiency             0.0123651869400783 0.000237234432143329
34          female_bunch_failure_t0                        0.0116895160090699 0.000224271230664023
35          male_t_anthesis                                0.0108140249167854 0.000207474344929003
36          female_inflorescence_abortion_t0               0.0103170042513306 0.000197938669010469
37          female_inflorescence_abortion_dt               0.0103170042513306 0.000197938669010469
38          indeterminate_bunch_FM_to_DM_ratio             0.00999764643200701 0.000191811574346643
39          indeterminate_potential_mass_b                 0.00821909267751029 0.000157688823754265
40          indeterminate_t_differentiation                0.00821909267751029 0.000157688823754265
41          soil_relative_evapotranspiration_a             0.00728478364380897 0.000139763476233793
42          soil_relative_evapotranspiration_b             0.00728478364380897 0.000139763476233793
43          indeterminate_abortion_fraction                0.00728478364380897 0.000139763476233793
44          indeterminate_potential_mass_a                 0.00728478364380897 0.000139763476233793
45          assimilates_vegetative_priority                0.00664949517323569 0.000127575039431825
46          soil_default_water_holding_capacity            0.00664949517323569 0.000127575039431825
47          fronds_fraction_rachis                         0.00578011020972649 0.000110895303886254
48          fronds_initial_light_efficiency                0.00567471204375308 0.000108873169148234
49          fronds_initiation_rate_a                       0.00567471204375308 0.000108873169148234
50          fronds_initiation_rate_b                       0.00567471204375308 0.000108873169148234
51          fronds_initiation_rate_c                       0.00567471204375308 0.000108873169148234
52          fronds_initiation_rate_max                     0.00567471204375308 0.000108873169148234
53          fronds_k                                       0.00567471204375308 0.000108873169148234
54          fronds_leaf_area_a                             0.00567471204375308 0.000108873169148234
55          fronds_leaf_area_b                             0.00567471204375308 0.000108873169148234
56          fronds_leaf_area_c                             0.00567471204375308 0.000108873169148234
57          fronds_potential_growth_rate                   0.00567471204375308 0.000108873169148234
58          fronds_specific_leaf_area                      0.00567471204375308 0.000108873169148234
59          fronds_specific_maintenance_leaflets           0.00567471204375308 0.000108873169148234
60          fronds_specific_maintenance_rachis             0.00567471204375308 0.000108873169148234
61          fronds_time_mature_canopy                      0.00567471204375308 0.000108873169148234
62          trunk_mass_loss_rate                           0.00567471204375308 0.000108873169148234
63          fronds_fronds_goal_count_t0                    0.00462606693308511 8.87542070528965e-05
64          fronds_fronds_goal_count_t1                    0.0045061228498446 8.64529991039664e-05
65          fronds_fraction_leaflets                       0.00388153189207195 7.4469801283577e-05
66          fronds_asymptotic_photosynthesis_rate          0.00342679633520571 6.57453936275242e-05
67          fronds_conversion_efficiency                   0.00342679633520571 6.57453936275242e-05
