Date,temperature (degC),humidity (%),solar (MJ/m2/day),precip (mm/day)
2008-01-01,25.84,74.57,23.41,0
2008-01-02,25.86,74.8,21.32,0
2008-01-03,25.91,74.2,22.74,0
2008-01-04,26.44,73.85,17.25,0
2008-01-05,25.95,76.03,13.94,0
2008-01-06,26.45,74.33,16.86,0
2008-01-07,26.52,73.22,17.97,0
2008-01-08,26.68,73.2,19.4,0
2008-01-09,26.72,73.53,11.48,11.18
2008-01-10,25.94,73.83,17.02,0
2008-01-11,26.43,73.86,14.24,0
2008-01-12,26.68,72.34,14.26,14.7
2008-01-13,26.55,76.31,16.34,0
2008-01-14,26.21,77.61,15.19,0
2008-01-15,26.84,78.81,19.07,0
2008-01-16,26.1,78.01,15.79,0
2008-01-17,25.95,79.83,15.61,2.9
2008-01-18,25.92,75.5,20.27,0
2008-01-19,26.51,75.38,19.86,0
2008-01-20,26.54,75.34,18.87,0
2008-01-21,26.9,76.05,18.3,0
2008-01-22,26.65,75.61,19.54,0
2008-01-23,26.78,76.03,22.49,0
2008-01-24,26.83,75.26,19.37,0
2008-01-25,26.92,74.26,21.12,0
2008-01-26,26.89,73.62,17.78,0
2008-01-27,27.84,73.26,13.7,0
2008-01-28,27.59,72.44,17.28,0
2008-01-29,27.39,71.31,21.3,0
2008-01-30,27.57,70.31,21.28,0
2008-01-31,27.72,70.06,19.01,0
2008-02-01,27.6,69.99,18.35,0
2008-02-02,27.9,70.1,16.64,0
2008-02-03,26.75,70.13,17.66,0
2008-02-04,27.37,70.28,23.04,0
2008-02-05,26.82,70.62,15.56,0
2008-02-06,27.66,71,15.63,0
2008-02-07,27.78,70.24,17.02,3.01
2008-02-08,27.94,70.26,18.09,0
2008-02-09,26.61,74.34,11.37,0
2008-02-10,26.92,75.78,14.67,0
2008-02-11,27.11,72.93,15.19,8.61
2008-02-12,26.18,73.1,9.99,0
2008-02-13,25.7,76.41,10.52,25.89
2008-02-14,26.88,71.55,17.73,0
2008-02-15,26.92,71.7,19.62,0
2008-02-16,26.79,71.54,17.68,0
2008-02-17,26.86,71.32,17.39,0
2008-02-18,26.86,69.71,14.07,0
2008-02-19,27.04,71.12,14.42,0
2008-02-20,27.03,68.77,13.11,2.48
2008-02-21,26.98,69.75,15.74,0
2008-02-22,27.02,66.86,17.75,0
2008-02-23,27.01,66.69,17.66,0
2008-02-24,26.51,73.21,14.41,0
2008-02-25,26.92,71.97,19.15,0
2008-02-26,27,71.93,17.35,0
2008-02-27,26.85,72.18,20.77,0
2008-02-28,26.91,71.46,16.71,0
2008-02-29,27.6,70.8,20.07,0
2008-03-01,27.42,72.13,22.95,0
2008-03-02,27.79,72.64,23.9,0
2008-03-03,27.23,72.83,21.71,0
2008-03-04,26.71,82.35,22.55,0
2008-03-05,26.8,78.2,17.72,0
2008-03-06,26.86,78.25,14.48,0
2008-03-07,26.64,75.66,15.48,0
2008-03-08,26.33,78.05,18.07,0
2008-03-09,26.43,76.97,14.36,0
2008-03-10,26.2,78.53,12.66,0
2008-03-11,25.55,79.22,13.33,0
2008-03-12,25.74,80.44,16.19,0
2008-03-13,25.87,78.65,8.63,0
2008-03-14,25.59,78.96,10.11,43.6
2008-03-15,26.12,74.61,21.43,0
2008-03-16,26.17,77.91,15.26,0
2008-03-17,27.12,74.69,19.97,0
2008-03-18,27.15,75.65,19.31,0
2008-03-19,26.85,72.42,19.49,0
2008-03-20,26.68,75.78,20.15,0
2008-03-21,26.27,76.09,16.93,0
2008-03-22,26.78,76.35,13.92,0
2008-03-23,27.04,75.75,12.88,0
2008-03-24,27.17,74.86,20.16,0
2008-03-25,26.23,76.41,13.31,10.91
2008-03-26,26.99,76.44,22.04,0
2008-03-27,27.75,75.24,20.94,0
2008-03-28,27.84,75.06,18.4,0
2008-03-29,27.21,76.88,17.57,0
2008-03-30,26.58,83.52,15.58,0
2008-03-31,26.77,83.04,13.73,0
2008-04-01,25.9,82.41,13.79,0
2008-04-02,25.75,83.35,17.02,0
2008-04-03,26.13,82.12,14.39,0
2008-04-04,25.82,82.27,17.53,0
2008-04-05,25.8,82.92,6.77,12.3
2008-04-06,25.77,83.21,16.41,13.31
2008-04-07,26.4,83.25,15.86,0
2008-04-08,26.91,83.22,20.1,13.31
2008-04-09,26.1,84.98,15.14,0
2008-04-10,26.11,84.81,16.1,46.56
2008-04-11,26.18,86.09,10.16,34.14
2008-04-12,26.31,82.23,18.67,0
2008-04-13,25.5,82.4,13.09,0
2008-04-14,25.52,82.67,9.41,17.07
2008-04-15,25.7,82.52,17.42,8.1
2008-04-16,25.81,83.77,20.9,0
2008-04-17,25.16,85.2,14.61,0
2008-04-18,25.26,85.83,14.03,9.6
2008-04-19,25.93,83.9,18.65,19.21
2008-04-20,25.94,83.92,15.47,10.27
2008-04-21,25.6,84.43,13.85,20.5
2008-04-22,26.23,84.36,16.18,14.37
2008-04-23,26.02,84.7,12.66,20.5
2008-04-24,24.9,85.12,13.93,43.84
2008-04-25,26.07,85.73,17.96,0
2008-04-26,25.5,86.11,19.02,1.63
2008-04-27,25.91,85.88,12.03,61.96
2008-04-28,26.19,86.04,21.28,0
2008-04-29,26.13,86.57,20.96,0
2008-04-30,26.18,86.42,21.14,0
2008-05-01,25.57,85.7,19.26,8.51
2008-05-02,25.69,86.59,17.55,32.39
2008-05-03,25.51,85.61,7.14,31.37
2008-05-04,25.36,85.66,11.54,0
2008-05-05,25.56,85.16,11.78,0
2008-05-06,25.65,86.54,14.82,0
2008-05-07,25.21,87.38,13.35,0
2008-05-08,25.39,86.11,12.61,24.41
2008-05-09,24.71,88.01,16.56,12.48
2008-05-10,25.24,87.69,17.82,0
2008-05-11,25.23,87.34,15.57,23.18
2008-05-12,25.14,87.48,16.28,0
2008-05-13,25.38,88,16.65,23.18
2008-05-14,25.4,88.03,16.55,23.18
2008-05-15,25.32,88.29,18.21,0
2008-05-16,25.36,87.84,16.25,6.08
2008-05-17,24.73,87.39,16.22,0
2008-05-18,25.45,87.63,13.2,6.08
2008-05-19,24.55,87.34,15.7,18.24
2008-05-20,24.96,86.93,14.76,6.08
2008-05-21,25.16,87.2,11.11,10.76
2008-05-22,25.56,87.49,15.8,21.52
2008-05-23,25.28,87.47,15.49,37.56
2008-05-24,25,87.36,16.06,43.04
2008-05-25,24.9,87.01,19.1,36.67
2008-05-26,25.19,87,11.74,27.12
2008-05-27,24.82,87.98,15.34,9.65
2008-05-28,24.96,86.53,13.69,19.29
2008-05-29,24.97,87.5,14.4,13.04
2008-05-30,25,87.42,13.68,9.65
2008-05-31,25.13,86.59,14.32,0
2008-06-01,24.9,87.41,14.39,1.56
2008-06-02,24.74,87.64,17.73,23.05
2008-06-03,24.6,87.01,13.3,80.19
2008-06-04,24.78,87.21,17.22,0
2008-06-05,24.58,87.97,12.59,0
2008-06-06,24.68,87.64,11.84,0
2008-06-07,24.63,88,9.28,38.01
2008-06-08,24.76,86.77,15.39,0
2008-06-09,24.77,86.4,16.4,19
2008-06-10,24.16,86.89,9.72,53.62
2008-06-11,24.12,86.42,15.59,32.33
2008-06-12,24.67,87.21,18.97,0
2008-06-13,24.21,86.96,18.5,0
2008-06-14,24.71,86.38,14.23,0
2008-06-15,24.54,86.89,10.14,16.17
2008-06-16,24.22,86.61,14.46,23.13
2008-06-17,24.29,86.5,14.36,1.28
2008-06-18,24.13,87.51,15.4,0
2008-06-19,24.4,87.17,19.2,0
2008-06-20,24.66,86.86,21.77,46.26
2008-06-21,24.31,86.76,8.51,43.58
2008-06-22,24.21,88.12,12.61,0
2008-06-23,24.27,88.18,18.32,0
2008-06-24,24.47,88.22,10.18,0
2008-06-25,24.45,88.55,11.65,12.03
2008-06-26,24.41,87.75,16.15,0
2008-06-27,24.24,87.62,14.61,59.29
2008-06-28,24.14,87.87,12.22,39.99
2008-06-29,24.13,87.34,13.82,0
2008-06-30,24.31,87.83,16.08,0
2008-07-01,24.03,87.26,13.21,0
2008-07-02,24.76,88.09,13.21,0
2008-07-03,24.68,87.23,13.75,0
2008-07-04,24.65,87.66,16.73,22.77
2008-07-05,24.33,86.92,12.67,0
2008-07-06,24.09,87.13,17.63,0
2008-07-07,24.48,87.79,15.01,0
2008-07-08,24.51,87.17,13.95,0
2008-07-09,24.64,88.76,11.16,32.63
2008-07-10,24.06,87.08,9.83,18.22
2008-07-11,24.05,87.38,15.28,0
2008-07-12,24.3,87.8,13.72,0
2008-07-13,24.49,86.71,17.22,0
2008-07-14,24.16,85.82,12.29,54.19
2008-07-15,24.6,86.56,13.78,4.89
2008-07-16,24.6,87.66,15.83,0
2008-07-17,24.46,88.01,20.62,0
2008-07-18,24.19,87.22,16.5,28.01
2008-07-19,24.58,88.36,10.97,52.43
2008-07-20,24.13,86.72,15.96,0
2008-07-21,24.56,86.72,8.9,14.05
2008-07-22,24.17,87.3,16.81,0
